userId,locality,keywords,u_type,dest_fav
3170,Figuif,"Climatisation,Cuisine,Sièges inclinables,Éclairage tamisé,Musique,Ambiance chaleureuse,Sport,Connectivité,Vue panoramique,Ponctualité,Confort,Langue parlée,Animaux acceptés,Espace de rangement,Wi-Fi gratuit,Navigation GPS",Traveler,Guider
1371,Mutengene,"Espace de rangement,Conduite souple,Conversation,Ponctualité,Sièges inclinables,Vue panoramique,Musique,Éclairage tamisé,Assistance bagages,Wi-Fi gratuit,Silence,Langue parlée,Animaux acceptés,Navigation GPS,Confort,Sport,Ambiance chaleureuse,Connectivité,Cuisine,Chauffeur expérimenté,Boisson gratuite,Climatisation",Planner,Bonamoussadi
2679,Bertoua,"Éclairage tamisé,Vue panoramique,Navigation GPS,Boisson gratuite,Animaux acceptés,Musique,Confort,Cuisine,Ambiance chaleureuse,Sport,Assistance bagages,Langue parlée,Sièges inclinables,Climatisation,Conversation,Silence,Conduite souple",Traveler,Dibombari
4625,Boutours,"Climatisation,Conduite souple,Assistance bagages,Sièges inclinables,Musique,Wi-Fi gratuit,Silence,Confort,Ambiance chaleureuse,Animaux acceptés",Planner,Yagoua
3858,Bimbia,Langue parlée,Planner,Bafang
289,Maroua,"Sièges inclinables,Assistance bagages,Confort,Espace de rangement,Ambiance chaleureuse,Ponctualité,Vue panoramique,Navigation GPS,Musique,Connectivité,Conduite souple,Éclairage tamisé,Climatisation,Wi-Fi gratuit,Silence,Langue parlée,Sport,Boisson gratuite,Cuisine,Animaux acceptés,Chauffeur expérimenté",Planner,Batibo
2765,Banga Bakundu,"Éclairage tamisé,Musique,Confort,Boisson gratuite,Langue parlée,Sport,Ponctualité,Silence,Chauffeur expérimenté,Vue panoramique",Planner,Bonabéri
2006,Yaounde,"Animaux acceptés,Cuisine,Espace de rangement,Navigation GPS,Assistance bagages,Sièges inclinables,Musique,Wi-Fi gratuit,Conversation,Silence,Vue panoramique,Éclairage tamisé,Boisson gratuite,Conduite souple,Ponctualité,Langue parlée,Climatisation,Confort,Sport,Ambiance chaleureuse,Connectivité,Chauffeur expérimenté",Planner,Douala
1429,Bali,Chauffeur expérimenté,Traveler,Meiganga
4601,Bali Nyonga,"Climatisation,Boisson gratuite,Animaux acceptés,Éclairage tamisé,Connectivité",Traveler,Edéa
515,Essos,"Animaux acceptés,Cuisine,Musique",Traveler,Bonabéri
73,Boutours,"Climatisation,Cuisine,Espace de rangement,Conduite souple,Conversation,Animaux acceptés,Sièges inclinables,Sport,Assistance bagages,Boisson gratuite,Ponctualité,Wi-Fi gratuit,Navigation GPS",Traveler,Garoua
4100,Bali,"Connectivité,Animaux acceptés,Sièges inclinables,Espace de rangement,Éclairage tamisé,Conversation,Musique",Traveler,Douala
2503,Batibo,Espace de rangement,Planner,Dibombari
1855,Kribi,"Espace de rangement,Navigation GPS,Conversation,Climatisation,Sport,Ambiance chaleureuse",Planner,Banga Bakundu
4641,Muyuka,"Conduite souple,Sport,Confort,Boisson gratuite,Musique,Climatisation,Chauffeur expérimenté,Assistance bagages,Espace de rangement,Animaux acceptés,Sièges inclinables,Langue parlée,Cuisine,Vue panoramique,Éclairage tamisé,Navigation GPS,Connectivité,Conversation,Wi-Fi gratuit",Planner,Bimbia
4146,Garoua,"Cuisine,Climatisation,Sièges inclinables,Ambiance chaleureuse,Confort,Animaux acceptés,Langue parlée,Connectivité,Chauffeur expérimenté,Boisson gratuite,Espace de rangement,Assistance bagages,Conversation,Vue panoramique,Silence,Ponctualité,Wi-Fi gratuit",Planner,Bimbia
858,Mbanga,Vue panoramique,Traveler,Batibo
1840,Garoua,"Musique,Chauffeur expérimenté,Navigation GPS,Assistance bagages,Climatisation,Boisson gratuite,Cuisine,Éclairage tamisé,Sport",Planner,Bafoussam
3461,Kumba,"Chauffeur expérimenté,Cuisine,Vue panoramique",Planner,Bali Nyonga
4862,Bafang,"Silence,Animaux acceptés,Espace de rangement,Confort,Assistance bagages,Musique,Climatisation,Sièges inclinables,Connectivité,Chauffeur expérimenté,Ponctualité,Boisson gratuite,Éclairage tamisé,Navigation GPS,Sport,Conduite souple,Conversation,Wi-Fi gratuit,Langue parlée,Vue panoramique",Planner,Nanga-Eboko
4867,Kribi,"Éclairage tamisé,Confort,Langue parlée,Ponctualité,Cuisine",Planner,Banga Bakundu
3669,Meiganga,"Ponctualité,Vue panoramique,Navigation GPS,Sièges inclinables,Wi-Fi gratuit,Langue parlée,Ambiance chaleureuse,Boisson gratuite,Éclairage tamisé,Sport,Musique,Connectivité,Conduite souple,Assistance bagages,Climatisation,Animaux acceptés,Confort,Espace de rangement,Chauffeur expérimenté,Conversation",Traveler,Mbandjock
1646,Banga Bakundu,"Musique,Espace de rangement,Cuisine,Wi-Fi gratuit,Éclairage tamisé,Chauffeur expérimenté,Ponctualité,Sièges inclinables,Conversation,Climatisation,Vue panoramique,Conduite souple,Sport",Traveler,Yagoua
1881,Mutengene,"Connectivité,Vue panoramique,Boisson gratuite,Assistance bagages,Conduite souple",Traveler,Messa
3797,Bogo,"Chauffeur expérimenté,Connectivité,Boisson gratuite,Wi-Fi gratuit,Cuisine",Traveler,Mutengene
3889,Mutengene,"Conversation,Cuisine,Langue parlée,Espace de rangement,Vue panoramique,Animaux acceptés,Silence",Traveler,Bali Nyonga
750,Fontem,"Espace de rangement,Confort,Ambiance chaleureuse,Connectivité,Vue panoramique,Wi-Fi gratuit,Sport,Conduite souple,Navigation GPS,Cuisine",Traveler,Nkongsamba
2174,Bertoua,"Espace de rangement,Wi-Fi gratuit,Sièges inclinables,Éclairage tamisé,Conduite souple,Langue parlée,Cuisine,Vue panoramique,Chauffeur expérimenté,Climatisation,Boisson gratuite,Navigation GPS,Conversation,Animaux acceptés,Sport,Confort",Planner,Dibombari
3829,Bonaberi,"Climatisation,Cuisine,Connectivité,Conduite souple,Ambiance chaleureuse,Wi-Fi gratuit,Chauffeur expérimenté",Traveler,Edéa
878,Belabo,"Musique,Animaux acceptés,Langue parlée,Ambiance chaleureuse,Navigation GPS,Vue panoramique,Connectivité,Chauffeur expérimenté,Cuisine,Sièges inclinables,Silence,Assistance bagages,Wi-Fi gratuit,Confort",Traveler,Mutengene
3324,Beti,"Sport,Climatisation,Espace de rangement",Planner,Edéa
2027,Banga Bakundu,"Musique,Connectivité,Langue parlée,Ambiance chaleureuse,Sport,Boisson gratuite,Wi-Fi gratuit,Navigation GPS,Conversation,Vue panoramique,Cuisine,Sièges inclinables,Silence,Éclairage tamisé,Chauffeur expérimenté,Ponctualité,Confort,Animaux acceptés,Assistance bagages",Traveler,Mbalmayo
4106,Bali,"Silence,Confort,Espace de rangement,Animaux acceptés,Wi-Fi gratuit,Vue panoramique,Cuisine",Traveler,Edéa
3131,Kousseri,"Connectivité,Ambiance chaleureuse,Navigation GPS,Wi-Fi gratuit,Conduite souple,Ponctualité,Confort,Boisson gratuite,Langue parlée,Animaux acceptés,Musique,Vue panoramique,Conversation,Cuisine,Chauffeur expérimenté,Espace de rangement",Traveler,Yagoua
4918,Batibo,"Conversation,Ponctualité,Chauffeur expérimenté,Vue panoramique,Boisson gratuite,Sièges inclinables,Connectivité,Climatisation,Silence",Planner,Nanga-Eboko
645,Nanga-Eboko,"Confort,Espace de rangement,Sport,Ambiance chaleureuse,Connectivité,Sièges inclinables",Planner,Bertoua
3828,Bonanjo,"Chauffeur expérimenté,Boisson gratuite,Sièges inclinables,Ponctualité,Conversation,Confort,Vue panoramique,Éclairage tamisé,Silence,Wi-Fi gratuit,Navigation GPS,Musique,Cuisine,Animaux acceptés,Conduite souple,Assistance bagages,Sport",Traveler,Maroua
2470,Buea,"Ponctualité,Assistance bagages,Sièges inclinables",Traveler,Meiganga
619,Edéa,"Silence,Cuisine,Connectivité,Assistance bagages,Ambiance chaleureuse,Navigation GPS,Sièges inclinables,Vue panoramique,Ponctualité,Boisson gratuite",Planner,Buea
299,Dibombari,"Chauffeur expérimenté,Wi-Fi gratuit,Connectivité,Conversation",Planner,Bertoua
4972,Bimbia,"Conversation,Chauffeur expérimenté,Ambiance chaleureuse,Navigation GPS",Traveler,Nkongsamba
4232,Guider,"Boisson gratuite,Éclairage tamisé,Silence,Wi-Fi gratuit,Assistance bagages,Musique,Animaux acceptés,Sièges inclinables,Langue parlée,Conversation,Connectivité,Sport,Confort,Navigation GPS,Climatisation,Espace de rangement,Ambiance chaleureuse,Cuisine,Ponctualité,Chauffeur expérimenté",Traveler,Bafang
1164,Banga Bakundu,"Éclairage tamisé,Sport,Musique,Boisson gratuite,Conversation,Navigation GPS,Cuisine,Confort,Connectivité,Assistance bagages,Ambiance chaleureuse,Chauffeur expérimenté,Langue parlée,Silence,Climatisation,Animaux acceptés,Espace de rangement,Wi-Fi gratuit,Sièges inclinables,Ponctualité,Conduite souple",Traveler,Figuif
1173,Mora,"Ponctualité,Animaux acceptés,Connectivité,Silence,Conversation,Espace de rangement,Vue panoramique,Boisson gratuite,Chauffeur expérimenté,Wi-Fi gratuit,Assistance bagages,Climatisation,Sièges inclinables",Planner,Limbe
3808,Kousseri,"Vue panoramique,Musique,Chauffeur expérimenté,Ambiance chaleureuse,Sport,Boisson gratuite,Langue parlée,Sièges inclinables,Connectivité,Climatisation,Silence,Ponctualité,Cuisine,Conduite souple,Animaux acceptés,Confort,Assistance bagages,Éclairage tamisé,Espace de rangement,Conversation,Navigation GPS",Traveler,Bamenda
4921,Mbouda,"Cuisine,Connectivité,Chauffeur expérimenté,Ponctualité,Sport,Ambiance chaleureuse,Musique,Vue panoramique,Sièges inclinables,Boisson gratuite,Langue parlée,Conduite souple,Animaux acceptés,Assistance bagages,Navigation GPS,Confort,Wi-Fi gratuit,Conversation,Silence,Climatisation,Éclairage tamisé",Planner,Nkongsamba
3351,Bonabéri,"Langue parlée,Espace de rangement,Musique,Conduite souple,Ambiance chaleureuse,Sport,Animaux acceptés,Connectivité,Climatisation,Vue panoramique,Confort,Assistance bagages,Navigation GPS,Wi-Fi gratuit,Sièges inclinables,Conversation,Cuisine,Silence",Planner,Melong
3165,Gazawa,"Cuisine,Chauffeur expérimenté,Assistance bagages,Silence,Sport,Connectivité,Confort,Éclairage tamisé,Vue panoramique",Traveler,Bafoussam
4652,Mbouda,"Sport,Espace de rangement,Conduite souple,Silence,Navigation GPS,Ponctualité,Connectivité,Ambiance chaleureuse,Musique,Langue parlée,Conversation,Wi-Fi gratuit,Cuisine,Éclairage tamisé,Animaux acceptés,Assistance bagages",Planner,Melong
913,Bonakouamouang,"Cuisine,Silence,Animaux acceptés,Sport,Chauffeur expérimenté,Vue panoramique",Planner,Bamenda
2598,Mbanga,"Climatisation,Connectivité,Cuisine,Langue parlée,Wi-Fi gratuit,Confort,Éclairage tamisé,Espace de rangement,Conduite souple,Silence,Ambiance chaleureuse,Navigation GPS",Traveler,Mokolo
3242,Loum,"Éclairage tamisé,Climatisation,Confort,Conduite souple,Chauffeur expérimenté,Cuisine,Espace de rangement,Vue panoramique,Connectivité,Ponctualité,Musique,Sport,Wi-Fi gratuit,Langue parlée,Sièges inclinables,Assistance bagages,Ambiance chaleureuse,Navigation GPS,Animaux acceptés",Planner,Bertoua
352,Melong,"Musique,Ponctualité,Wi-Fi gratuit,Connectivité,Ambiance chaleureuse,Espace de rangement,Sièges inclinables,Animaux acceptés,Climatisation,Navigation GPS",Traveler,Gazawa
1229,Garoua,"Wi-Fi gratuit,Assistance bagages,Conduite souple,Ponctualité,Connectivité,Cuisine,Chauffeur expérimenté,Éclairage tamisé,Ambiance chaleureuse,Sport,Confort,Conversation,Espace de rangement,Boisson gratuite,Musique,Climatisation,Animaux acceptés",Traveler,Bali Nyonga
541,Batibo,"Connectivité,Wi-Fi gratuit,Navigation GPS,Vue panoramique,Animaux acceptés,Musique,Ponctualité,Boisson gratuite,Climatisation,Chauffeur expérimenté,Confort,Ambiance chaleureuse,Éclairage tamisé,Conversation,Sièges inclinables,Cuisine,Conduite souple,Langue parlée",Planner,Banga Bakundu
1430,Bafang,"Conduite souple,Connectivité,Vue panoramique,Animaux acceptés",Traveler,Kumba
562,Limbe,"Ambiance chaleureuse,Navigation GPS,Conversation,Animaux acceptés,Sièges inclinables,Éclairage tamisé,Musique,Espace de rangement,Cuisine,Silence,Chauffeur expérimenté,Langue parlée,Assistance bagages,Climatisation,Ponctualité,Connectivité,Conduite souple,Wi-Fi gratuit,Sport,Vue panoramique,Confort,Boisson gratuite",Traveler,Boutours
3341,Bafoussam,"Sièges inclinables,Confort,Silence,Chauffeur expérimenté,Éclairage tamisé,Connectivité,Conduite souple,Espace de rangement,Vue panoramique,Boisson gratuite,Langue parlée,Wi-Fi gratuit,Conversation,Sport",Traveler,Mbouda
4668,Bonakouamouang,"Espace de rangement,Éclairage tamisé,Wi-Fi gratuit,Sport,Ponctualité,Vue panoramique,Animaux acceptés,Boisson gratuite,Langue parlée,Navigation GPS,Cuisine,Climatisation,Ambiance chaleureuse,Sièges inclinables,Musique,Assistance bagages,Chauffeur expérimenté,Conversation,Connectivité,Confort,Silence",Planner,Kribi
4080,Mbanga,"Animaux acceptés,Wi-Fi gratuit,Musique,Espace de rangement,Éclairage tamisé,Boisson gratuite",Planner,Kousseri
3019,Batibo,"Confort,Conversation,Wi-Fi gratuit,Ponctualité,Climatisation,Sièges inclinables,Ambiance chaleureuse,Éclairage tamisé",Traveler,Nkongsamba
582,Figuif,"Langue parlée,Confort,Navigation GPS,Cuisine,Wi-Fi gratuit,Sièges inclinables,Éclairage tamisé,Musique,Animaux acceptés,Silence,Ambiance chaleureuse,Conversation,Climatisation,Ponctualité,Boisson gratuite",Traveler,Bafia
4699,Boutours,"Silence,Assistance bagages,Ambiance chaleureuse,Éclairage tamisé,Sport,Vue panoramique,Sièges inclinables,Climatisation,Navigation GPS,Confort",Planner,Bertoua
4806,Gazawa,"Vue panoramique,Chauffeur expérimenté,Espace de rangement,Sport,Cuisine,Connectivité,Navigation GPS,Wi-Fi gratuit,Ponctualité,Éclairage tamisé,Climatisation,Animaux acceptés,Ambiance chaleureuse,Boisson gratuite,Langue parlée,Confort,Conduite souple,Conversation",Planner,Yaounde
529,Beti,"Vue panoramique,Sièges inclinables,Confort,Musique,Éclairage tamisé,Wi-Fi gratuit,Climatisation,Ambiance chaleureuse,Chauffeur expérimenté,Ponctualité,Navigation GPS,Boisson gratuite",Traveler,Bamenda
4529,Batibo,"Espace de rangement,Cuisine,Sport",Traveler,Batibo
2760,Muyuka,"Climatisation,Navigation GPS,Sièges inclinables,Langue parlée,Conversation,Assistance bagages,Sport,Connectivité,Ponctualité,Animaux acceptés,Boisson gratuite,Vue panoramique,Silence,Musique,Cuisine,Confort",Planner,Kribi
3018,Beti,"Assistance bagages,Sport,Vue panoramique,Ambiance chaleureuse,Conversation,Cuisine,Espace de rangement,Silence,Wi-Fi gratuit,Climatisation,Éclairage tamisé,Musique",Planner,Guider
1745,Banga Bakundu,"Espace de rangement,Musique,Boisson gratuite,Cuisine,Connectivité,Sièges inclinables,Conduite souple,Langue parlée,Silence,Animaux acceptés,Climatisation,Confort,Vue panoramique,Navigation GPS,Assistance bagages,Wi-Fi gratuit,Sport,Chauffeur expérimenté",Planner,Gazawa
350,Nanga-Eboko,"Confort,Espace de rangement,Connectivité,Conversation,Assistance bagages,Chauffeur expérimenté,Vue panoramique",Planner,Gazawa
3612,Messa,"Espace de rangement,Silence,Ambiance chaleureuse,Cuisine,Conduite souple,Boisson gratuite",Planner,Figuif
2710,Bertoua,"Animaux acceptés,Conduite souple,Assistance bagages",Planner,Bonaberi
1141,Melong,"Ponctualité,Climatisation,Vue panoramique,Wi-Fi gratuit,Langue parlée,Sièges inclinables,Musique,Confort,Sport,Éclairage tamisé,Navigation GPS,Connectivité",Traveler,Bafang
3445,Dibombari,Espace de rangement,Planner,Melong
2792,Boutours,"Chauffeur expérimenté,Confort",Planner,Buea
2224,Loum,"Ambiance chaleureuse,Climatisation,Sport,Boisson gratuite,Connectivité,Navigation GPS,Confort,Silence",Traveler,Bafia
2529,Bogo,"Sièges inclinables,Silence",Traveler,Edéa
4604,Buea,"Vue panoramique,Confort,Sièges inclinables,Espace de rangement,Musique,Langue parlée,Sport,Chauffeur expérimenté,Cuisine,Conversation",Traveler,Bertoua
4031,Batibo,"Éclairage tamisé,Conduite souple,Silence,Ponctualité,Musique,Wi-Fi gratuit,Langue parlée,Connectivité,Boisson gratuite,Assistance bagages,Ambiance chaleureuse,Conversation,Espace de rangement,Climatisation,Confort,Animaux acceptés,Vue panoramique,Sièges inclinables",Planner,Boutours
524,Loum,Sièges inclinables,Planner,Bafia
2758,Buea,"Langue parlée,Ponctualité,Boisson gratuite,Confort,Cuisine,Conduite souple,Animaux acceptés,Wi-Fi gratuit",Planner,Nkongsamba
1608,Nanga-Eboko,"Boisson gratuite,Silence,Espace de rangement,Éclairage tamisé,Sièges inclinables,Vue panoramique,Conversation,Confort,Langue parlée,Navigation GPS,Sport,Climatisation,Connectivité,Conduite souple,Wi-Fi gratuit,Chauffeur expérimenté,Cuisine,Ambiance chaleureuse,Assistance bagages,Ponctualité",Traveler,Kousseri
2055,Bogo,"Silence,Vue panoramique,Animaux acceptés,Éclairage tamisé,Langue parlée,Sport",Planner,Bertoua
1005,Limbe,"Conversation,Confort,Navigation GPS,Climatisation,Espace de rangement,Animaux acceptés,Sièges inclinables",Planner,Bafang
348,Dibombari,"Ponctualité,Animaux acceptés,Cuisine,Confort,Ambiance chaleureuse,Boisson gratuite,Conduite souple,Sport",Planner,Buea
2348,Maroua,Chauffeur expérimenté,Traveler,Bamenda
